agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
Q-Learning,0,0,-51.22999999999639,-0.008365447419986346,6124.0,6124.0
Q-Learning,0,1,-77.52999999999773,-0.0072431836959519,9755.0,3631.0
Q-Learning,0,2,-76.66999999999757,9.39890710382678E-4,10670.0,915.0
Q-Learning,0,3,-90.94999999999857,-0.005878962536023465,13099.0,2429.0
Q-Learning,0,4,-93.94999999999834,-0.0023059185242119656,14400.0,1301.0
Q-Learning,0,5,-87.38999999999831,0.019014492753623272,14745.0,345.0
Q-Learning,0,6,-84.3499999999982,0.0043615494978480685,15442.0,697.0
Q-Learning,0,7,-81.69999999999808,0.0036005434782610223,16178.0,736.0
Q-Learning,0,8,-77.859999999998,0.0062236628849272075,16795.0,617.0
Q-Learning,0,9,-79.2699999999978,-0.0012346760070050798,17937.0,1142.0
Q-Learning,0,10,-88.26999999999796,-0.0047343503419253925,19838.0,1901.0
Q-Learning,0,11,-111.74999999999987,-0.007011048074052526,23187.0,3349.0
Q-Learning,0,12,-107.1999999999998,0.008333333333333465,23733.0,546.0
Q-Learning,0,13,-101.26999999999975,0.0145343137254903,24141.0,408.0
Q-Learning,0,14,-99.62999999999963,0.001959378733572442,24978.0,837.0
Q-Learning,0,15,-91.97999999999962,0.03241525423728816,25214.0,236.0
Q-Learning,0,16,-93.59999999999941,-0.0013929492691313816,26377.0,1163.0
Q-Learning,0,17,-85.9699999999994,0.03205882352941179,26615.0,238.0
Q-Learning,0,18,-79.49999999999937,0.018276836158192176,26969.0,354.0
Q-Learning,0,19,-71.23999999999938,0.04719999999999999,27144.0,175.0
Q-Learning,0,20,-65.19999999999935,0.015214105793450982,27541.0,397.0
Q-Learning,0,21,-57.539999999999345,0.03259574468085109,27776.0,235.0
Q-Learning,0,22,-53.65999999999926,0.00632952691680275,28389.0,613.0
Q-Learning,0,23,-48.109999999999204,0.01244394618834092,28835.0,446.0
Q-Learning,0,24,-40.549999999999194,0.03085714285714289,29080.0,245.0
Q-Learning,0,25,-32.579999999999195,0.03906862745098039,29284.0,204.0
Q-Learning,0,26,-26.819999999999148,0.013552941176470696,29709.0,425.0
Q-Learning,0,27,-21.349999999999095,0.01204845814977985,30163.0,454.0
Q-Learning,0,28,-12.989999999999096,0.050666666666666665,30328.0,165.0
Q-Learning,0,29,-6.059999999999075,0.02250000000000007,30636.0,308.0
Q-Learning,0,30,0.9000000000009454,0.02281967213114761,30941.0,305.0
Q-Learning,0,31,5.070000000001025,0.007140410958904247,31525.0,584.0
Q-Learning,0,32,11.570000000001055,0.018518518518518604,31876.0,351.0
Q-Learning,0,33,16.430000000001122,0.009436893203883622,32391.0,515.0
Q-Learning,0,34,13.520000000001353,-0.00225232198142397,33683.0,1292.0
Q-Learning,0,35,14.490000000001501,0.001073008849557686,34587.0,904.0
Q-Learning,0,36,22.5900000000015,0.04240837696335077,34778.0,191.0
Q-Learning,0,37,28.260000000001547,0.013064516129032368,35212.0,434.0
Q-Learning,0,38,33.20000000000161,0.009743589743589869,35719.0,507.0
Q-Learning,0,39,39.28000000000165,0.015470737913486104,36112.0,393.0
Q-Learning,0,40,45.03000000000169,0.013497652582159732,36538.0,426.0
Q-Learning,0,41,51.28000000000173,0.01662234042553201,36914.0,376.0
Q-Learning,0,42,59.09000000000173,0.03550000000000001,37134.0,220.0
Q-Learning,0,43,66.57000000000174,0.029565217391304386,37387.0,253.0
Q-Learning,0,44,71.45000000000181,0.009512670565302271,37900.0,513.0
Q-Learning,0,45,77.06000000000185,0.012750000000000112,38340.0,440.0
Q-Learning,0,46,79.02000000000197,0.00243478260869581,39145.0,805.0
Q-Learning,0,47,86.80000000000197,0.03488789237668163,39368.0,223.0
Q-Learning,0,48,94.39000000000198,0.03136363636363639,39610.0,242.0
Q-Learning,0,49,101.160000000002,0.02089506172839514,39934.0,324.0
Q-Learning,0,50,108.20000000000202,0.023703703703703765,40231.0,297.0
Q-Learning,0,51,116.06000000000202,0.036558139534883724,40446.0,215.0
Q-Learning,0,52,123.08000000000204,0.02347826086956528,40745.0,299.0
Q-Learning,0,53,131.13000000000204,0.041071428571428564,40941.0,196.0
Q-Learning,0,54,137.47000000000207,0.017275204359673117,41308.0,367.0
Q-Learning,0,55,143.6800000000021,0.01634210526315799,41688.0,380.0
Q-Learning,0,56,149.34000000000216,0.013011494252873674,42123.0,435.0
Q-Learning,0,57,157.14000000000217,0.03529411764705884,42344.0,221.0
Q-Learning,0,58,163.3800000000022,0.01655172413793113,42721.0,377.0
Q-Learning,0,59,171.15000000000222,0.03468750000000002,42945.0,224.0
Q-Learning,0,60,179.2600000000022,0.04268421052631579,43135.0,190.0
Q-Learning,0,61,187.4200000000022,0.0441081081081081,43320.0,185.0
Q-Learning,0,62,192.87000000000225,0.011951754385965027,43776.0,456.0
Q-Learning,0,63,199.84000000000228,0.022927631578947436,44080.0,304.0
Q-Learning,0,64,207.71000000000228,0.03677570093457944,44294.0,214.0
Q-Learning,0,65,216.09000000000228,0.05141104294478527,44457.0,163.0
Q-Learning,0,66,223.0600000000023,0.022927631578947436,44761.0,304.0
Q-Learning,0,67,231.0600000000023,0.039800995024875614,44962.0,201.0
Q-Learning,0,68,238.9600000000023,0.03744075829383887,45173.0,211.0
Q-Learning,0,69,247.23000000000232,0.047528735632183905,45347.0,174.0
Q-Learning,0,70,255.4900000000023,0.04719999999999999,45522.0,175.0
Q-Learning,0,71,260.72000000000236,0.010941422594142379,46000.0,478.0
Q-Learning,0,72,268.71000000000237,0.03955445544554455,46202.0,202.0
Q-Learning,0,73,277.1200000000024,0.05256249999999999,46362.0,160.0
Q-Learning,0,74,286.0700000000024,0.08443396226415094,46468.0,106.0
Q-Learning,0,75,294.08000000000237,0.04004999999999999,46668.0,200.0
Q-Learning,0,76,302.7000000000024,0.06201438848920863,46807.0,139.0
Q-Learning,0,77,310.1700000000024,0.029409448818897677,47061.0,254.0
Q-Learning,0,78,318.2100000000024,0.04081218274111675,47258.0,197.0
Q-Learning,0,79,326.07000000000244,0.036558139534883724,47473.0,215.0
Q-Learning,0,80,334.1500000000024,0.04186528497409325,47666.0,193.0
Q-Learning,0,81,342.6000000000024,0.05416666666666666,47822.0,156.0
Q-Learning,0,82,350.6800000000024,0.04186528497409325,48015.0,193.0
Q-Learning,0,83,358.14000000000243,0.02925490196078435,48270.0,255.0
Q-Learning,0,84,366.00000000000244,0.036558139534883724,48485.0,215.0
Q-Learning,0,85,373.66000000000247,0.03259574468085109,48720.0,235.0
Q-Learning,0,86,380.5300000000025,0.021878980891719815,49034.0,314.0
Q-Learning,0,87,388.0000000000025,0.029409448818897677,49288.0,254.0
Q-Learning,0,88,396.4300000000025,0.05335443037974683,49446.0,158.0
Q-Learning,0,89,404.6400000000025,0.04561111111111111,49626.0,180.0
Q-Learning,0,90,412.6800000000025,0.04081218274111675,49823.0,197.0
Q-Learning,0,91,421.1400000000025,0.05458064516129032,49978.0,155.0
Q-Learning,0,92,429.4600000000025,0.049230769230769224,50147.0,169.0
Q-Learning,0,93,434.52000000000254,0.010222222222222346,50642.0,495.0
Q-Learning,0,94,443.15000000000254,0.06253623188405796,50780.0,138.0
Q-Learning,0,95,451.1000000000025,0.03859223300970874,50986.0,206.0
Q-Learning,0,96,459.4300000000025,0.049583333333333326,51154.0,168.0
Q-Learning,0,97,468.34000000000253,0.081,51264.0,110.0
Q-Learning,0,98,476.40000000000254,0.041333333333333326,51459.0,195.0
Q-Learning,0,99,485.2200000000025,0.07411764705882351,51578.0,119.0
Q-Learning,1,0,-41.64999999999829,-0.008062330623305903,5166.0,5166.0
Q-Learning,1,1,-54.96999999999914,-0.005709387055293976,7499.0,2333.0
Q-Learning,1,2,-47.95999999999912,0.02336666666666673,7799.0,300.0
Q-Learning,1,3,-56.87999999999928,-0.004712097200211388,9692.0,1893.0
Q-Learning,1,4,-66.2399999999995,-0.004832214765100788,11629.0,1937.0
Q-Learning,1,5,-67.0599999999993,-7.571560480146018E-4,12712.0,1083.0
Q-Learning,1,6,-65.38999999999918,0.002002398081534932,13546.0,834.0
Q-Learning,1,7,-67.76999999999896,-0.0019209039548020827,14785.0,1239.0
Q-Learning,1,8,-64.57999999999886,0.0046774193548388575,15467.0,682.0
Q-Learning,1,9,-60.759999999998776,0.006171243941841821,16086.0,619.0
Q-Learning,1,10,-57.90999999999867,0.003980446927374453,16802.0,716.0
Q-Learning,1,11,-56.39999999999853,0.0017764705882354547,17652.0,850.0
Q-Learning,1,12,-49.8999999999985,0.018518518518518604,18003.0,351.0
Q-Learning,1,13,-47.07999999999839,0.003922114047288051,18722.0,719.0
Q-Learning,1,14,-44.259999999998286,0.003922114047288051,19441.0,719.0
Q-Learning,1,15,-38.619999999998235,0.012906178489702628,19878.0,437.0
Q-Learning,1,16,-35.819999999998124,0.003883495145631219,20599.0,721.0
Q-Learning,1,17,-37.53999999999792,-0.0014663256606988872,21772.0,1173.0
Q-Learning,1,18,-43.41999999999762,-0.003700440528634176,23361.0,1589.0
Q-Learning,1,19,-41.71999999999749,0.0020457280385079812,24192.0,831.0
Q-Learning,1,20,-35.22999999999746,0.018437500000000086,24544.0,352.0
Q-Learning,1,21,-28.569999999997435,0.019880597014925453,24879.0,335.0
Q-Learning,1,22,-25.989999999997323,0.0034724091520862903,25622.0,743.0
Q-Learning,1,23,-18.869999999997304,0.0246366782006921,25911.0,289.0
Q-Learning,1,24,-13.909999999997241,0.009821782178217947,26416.0,505.0
Q-Learning,1,25,-15.259999999997044,-0.0011883802816899669,27552.0,1136.0
Q-Learning,1,26,-16.239999999996854,-8.917197452227573E-4,28651.0,1099.0
Q-Learning,1,27,-9.279999999996834,0.02281967213114761,28956.0,305.0
Q-Learning,1,28,-2.0399999999968195,0.02613718411552352,29233.0,277.0
Q-Learning,1,29,3.2100000000032374,0.011029411764706001,29709.0,476.0
Q-Learning,1,30,5.160000000003365,0.0024193548387098354,30515.0,806.0
Q-Learning,1,31,13.030000000003366,0.03677570093457944,30729.0,214.0
Q-Learning,1,32,20.23000000000338,0.0256227758007118,31010.0,281.0
Q-Learning,1,33,21.430000000003524,0.0013620885357549866,31891.0,881.0
Q-Learning,1,34,27.450000000003563,0.015087719298245716,32290.0,399.0
Q-Learning,1,35,32.48000000000363,0.010100401606425826,32788.0,498.0
Q-Learning,1,36,33.84000000000377,0.0015722543352602771,33653.0,865.0
Q-Learning,1,37,41.03000000000378,0.025496453900709273,33935.0,282.0
Q-Learning,1,38,42.67000000000392,0.001959378733572442,34772.0,837.0
Q-Learning,1,39,46.20000000000401,0.005447530864197675,35420.0,648.0
Q-Learning,1,40,53.230000000004026,0.0235906040268457,35718.0,298.0
Q-Learning,1,41,60.790000000004035,0.03085714285714289,35963.0,245.0
Q-Learning,1,42,68.37000000000404,0.03119341563786011,36206.0,243.0
Q-Learning,1,43,74.0600000000041,0.013171296296296407,36638.0,432.0
Q-Learning,1,44,81.5500000000041,0.029722222222222257,36890.0,252.0
Q-Learning,1,45,85.71000000000419,0.007111111111111248,37475.0,585.0
Q-Learning,1,46,90.61000000000425,0.009589041095890536,37986.0,511.0
Q-Learning,1,47,97.35000000000427,0.02061162079510711,38313.0,327.0
Q-Learning,1,48,99.66000000000439,0.0030000000000001553,39083.0,770.0
Q-Learning,1,49,108.09000000000438,0.05335443037974683,39241.0,158.0
Q-Learning,1,50,115.4000000000044,0.027074074074074122,39511.0,270.0
Q-Learning,1,51,119.22000000000449,0.006171243941841821,40130.0,619.0
Q-Learning,1,52,125.07000000000454,0.014062500000000106,40546.0,416.0
Q-Learning,1,53,133.29000000000454,0.0459217877094972,40725.0,179.0
Q-Learning,1,54,138.7000000000046,0.011760869565217507,41185.0,460.0
Q-Learning,1,55,145.6300000000046,0.02250000000000007,41493.0,308.0
Q-Learning,1,56,154.0300000000046,0.05217391304347825,41654.0,161.0
Q-Learning,1,57,161.52000000000461,0.029722222222222257,41906.0,252.0
Q-Learning,1,58,166.60000000000468,0.010304259634888562,42399.0,493.0
Q-Learning,1,59,174.1400000000047,0.030526315789473717,42646.0,247.0
Q-Learning,1,60,180.95000000000474,0.021281250000000074,42966.0,320.0
Q-Learning,1,61,189.45000000000474,0.05629139072847681,43117.0,151.0
Q-Learning,1,62,196.00000000000477,0.018930635838150373,43463.0,346.0
Q-Learning,1,63,203.3600000000048,0.027773584905660422,43728.0,265.0
Q-Learning,1,64,211.15000000000478,0.0350900900900901,43950.0,222.0
Q-Learning,1,65,218.62000000000478,0.029409448818897677,44204.0,254.0
Q-Learning,1,66,227.41000000000477,0.07204918032786885,44326.0,122.0
Q-Learning,1,67,236.52000000000476,0.10122222222222221,44416.0,90.0
Q-Learning,1,68,244.24000000000476,0.03371179039301312,44645.0,229.0
Q-Learning,1,69,248.81000000000483,0.008400735294117778,45189.0,544.0
Q-Learning,1,70,257.18000000000484,0.051036585365853655,45353.0,164.0
Q-Learning,1,71,264.49000000000484,0.027074074074074122,45623.0,270.0
Q-Learning,1,72,270.2900000000049,0.01377672209026139,46044.0,421.0
Q-Learning,1,73,278.39000000000493,0.04240837696335077,46235.0,191.0
Q-Learning,1,74,285.80000000000496,0.028500000000000043,46495.0,260.0
Q-Learning,1,75,294.270000000005,0.05499999999999999,46649.0,154.0
Q-Learning,1,76,301.820000000005,0.03069105691056914,46895.0,246.0
Q-Learning,1,77,308.90000000000504,0.02416382252559733,47188.0,293.0
Q-Learning,1,78,316.740000000005,0.036129032258064527,47405.0,217.0
Q-Learning,1,79,325.500000000005,0.07008,47530.0,125.0
Q-Learning,1,80,332.90000000000504,0.028352490421455982,47791.0,261.0
Q-Learning,1,81,341.670000000005,0.0707258064516129,47915.0,124.0
Q-Learning,1,82,349.32000000000505,0.03241525423728816,48151.0,236.0
Q-Learning,1,83,357.1700000000051,0.0363425925925926,48367.0,216.0
Q-Learning,1,84,365.4600000000051,0.04819767441860465,48539.0,172.0
Q-Learning,1,85,369.84000000000515,0.007779751332149335,49102.0,563.0
Q-Learning,1,86,378.42000000000513,0.05999999999999999,49245.0,143.0
Q-Learning,1,87,387.3100000000051,0.07937499999999999,49357.0,112.0
Q-Learning,1,88,395.2600000000051,0.03859223300970874,49563.0,206.0
Q-Learning,1,89,403.4900000000051,0.046235955056179764,49741.0,178.0
Q-Learning,1,90,411.16000000000514,0.0327777777777778,49975.0,234.0
Q-Learning,1,91,418.44000000000517,0.026666666666666717,50248.0,273.0
Q-Learning,1,92,424.9200000000052,0.018356940509915102,50601.0,353.0
Q-Learning,1,93,433.2400000000052,0.049230769230769224,50770.0,169.0
Q-Learning,1,94,440.00000000000523,0.020800000000000075,51095.0,325.0
Q-Learning,1,95,447.16000000000525,0.025122807017543915,51380.0,285.0
Q-Learning,1,96,455.73000000000525,0.05951388888888888,51524.0,144.0
Q-Learning,1,97,462.78000000000526,0.02381756756756763,51820.0,296.0
Q-Learning,1,98,470.93000000000524,0.04381720430107526,52006.0,186.0
Q-Learning,1,99,479.4600000000052,0.05763513513513513,52154.0,148.0
Q-Learning,2,0,-4.079999999999744,-0.00289567068843133,1409.0,1409.0
Q-Learning,2,1,-35.59000000000005,-0.007589113680154217,5561.0,4152.0
Q-Learning,2,2,-75.87999999999862,-0.008009940357852597,10591.0,5030.0
Q-Learning,2,3,-121.45999999999613,-0.008199316423816785,16150.0,5559.0
Q-Learning,2,4,-117.50999999999604,0.006518151815181658,16756.0,606.0
Q-Learning,2,5,-125.159999999996,-0.004331823329558301,18522.0,1766.0
Q-Learning,2,6,-120.22999999999594,0.009704724409448945,19030.0,508.0
Q-Learning,2,7,-117.54999999999583,0.0036562073669851453,19763.0,733.0
Q-Learning,2,8,-116.36999999999568,0.0013363533408835148,20646.0,883.0
Q-Learning,2,9,-114.65999999999555,0.002060240963855581,21476.0,830.0
Q-Learning,2,10,-107.41999999999554,0.02613718411552352,21753.0,277.0
Q-Learning,2,11,-111.37999999999529,-0.0028346456692911574,23150.0,1397.0
Q-Learning,2,12,-105.64999999999525,0.013387850467289828,23578.0,428.0
Q-Learning,2,13,-100.81999999999518,0.009324324324324451,24096.0,518.0
Q-Learning,2,14,-95.64999999999512,0.010681818181818303,24580.0,484.0
Q-Learning,2,15,-89.73999999999508,0.014414634146341568,24990.0,410.0
Q-Learning,2,16,-85.32999999999501,0.007875000000000134,25550.0,560.0
Q-Learning,2,17,-79.70999999999496,0.012801822323462527,25989.0,439.0
Q-Learning,2,18,-76.30999999999487,0.005143721633888194,26650.0,661.0
Q-Learning,2,19,-71.01999999999481,0.011207627118644186,27122.0,472.0
Q-Learning,2,20,-64.06999999999479,0.022712418300653663,27428.0,306.0
Q-Learning,2,21,-60.81999999999469,0.0048076923076924545,28104.0,676.0
Q-Learning,2,22,-56.17999999999462,0.008640595903165866,28641.0,537.0
Q-Learning,2,23,-49.1799999999946,0.023255813953488438,28942.0,301.0
Q-Learning,2,24,-43.22999999999456,0.014655172413793207,29348.0,406.0
Q-Learning,2,25,-36.93999999999453,0.016908602150537726,29720.0,372.0
Q-Learning,2,26,-33.729999999994426,0.004720588235294265,30400.0,680.0
Q-Learning,2,27,-27.599999999994388,0.015798969072165048,30788.0,388.0
Q-Learning,2,28,-23.399999999994307,0.007228915662650739,31369.0,581.0
Q-Learning,2,29,-19.08999999999423,0.007561403508772065,31939.0,570.0
Q-Learning,2,30,-16.529999999994118,0.0034362416107384082,32684.0,745.0
Q-Learning,2,31,-8.29999999999412,0.046235955056179764,32862.0,178.0
Q-Learning,2,32,-2.0199999999940843,0.016836461126005457,33235.0,373.0
Q-Learning,2,33,2.0100000000059985,0.006739130434782747,33833.0,598.0
Q-Learning,2,34,8.530000000006028,0.018681948424068853,34182.0,349.0
Q-Learning,2,35,14.690000000006066,0.016000000000000097,34567.0,385.0
Q-Learning,2,36,20.00000000000612,0.01129787234042565,35037.0,470.0
Q-Learning,2,37,27.01000000000614,0.02336666666666673,35337.0,300.0
Q-Learning,2,38,34.04000000000616,0.0235906040268457,35635.0,298.0
Q-Learning,2,39,40.740000000006184,0.02024169184290038,35966.0,331.0
Q-Learning,2,40,48.39000000000619,0.03241525423728816,36202.0,236.0
Q-Learning,2,41,49.50000000000634,0.001247191011236118,37092.0,890.0
Q-Learning,2,42,57.690000000006336,0.044999999999999984,37274.0,182.0
Q-Learning,2,43,64.94000000000635,0.026268115942029036,37550.0,276.0
Q-Learning,2,44,72.02000000000636,0.02416382252559733,37843.0,293.0
Q-Learning,2,45,75.02000000000646,0.004279600570613559,38544.0,701.0
Q-Learning,2,46,81.54000000000649,0.018681948424068853,38893.0,349.0
Q-Learning,2,47,87.31000000000654,0.013608490566037844,39317.0,424.0
Q-Learning,2,48,95.93000000000654,0.06201438848920863,39456.0,139.0
Q-Learning,2,49,103.37000000000656,0.02894941634241249,39713.0,257.0
Q-Learning,2,50,110.05000000000658,0.02006006006006014,40046.0,333.0
Q-Learning,2,51,111.9600000000067,0.0023580246913581827,40856.0,810.0
Q-Learning,2,52,117.91000000000675,0.014655172413793207,41262.0,406.0
Q-Learning,2,53,125.04000000000676,0.0247569444444445,41550.0,288.0
Q-Learning,2,54,133.26000000000676,0.0459217877094972,41729.0,179.0
Q-Learning,2,55,134.9800000000069,0.002074788902292077,42558.0,829.0
Q-Learning,2,56,142.07000000000693,0.02428082191780828,42850.0,292.0
Q-Learning,2,57,150.11000000000692,0.04081218274111675,43047.0,197.0
Q-Learning,2,58,158.27000000000692,0.0441081081081081,43232.0,185.0
Q-Learning,2,59,162.740000000007,0.008068592057761866,43786.0,554.0
Q-Learning,2,60,168.17000000000706,0.011855895196506667,44244.0,458.0
Q-Learning,2,61,174.7300000000071,0.019014492753623272,44589.0,345.0
Q-Learning,2,62,183.2200000000071,0.05585526315789473,44741.0,152.0
Q-Learning,2,63,190.6900000000071,0.029409448818897677,44995.0,254.0
Q-Learning,2,64,197.63000000000713,0.02260586319218248,45302.0,307.0
Q-Learning,2,65,205.03000000000713,0.028352490421455982,45563.0,261.0
Q-Learning,2,66,213.03000000000713,0.039800995024875614,45764.0,201.0
Q-Learning,2,67,221.54000000000713,0.05673333333333332,45914.0,150.0
Q-Learning,2,68,228.45000000000715,0.02229032258064523,46224.0,310.0
Q-Learning,2,69,237.38000000000716,0.08268518518518518,46332.0,108.0
Q-Learning,2,70,245.87000000000717,0.05585526315789473,46484.0,152.0
Q-Learning,2,71,250.03000000000725,0.007111111111111248,47069.0,585.0
Q-Learning,2,72,254.77000000000731,0.008994307400379636,47596.0,527.0
Q-Learning,2,73,262.1300000000073,0.027773584905660422,47861.0,265.0
Q-Learning,2,74,269.9500000000073,0.03570776255707764,48080.0,219.0
Q-Learning,2,75,275.73000000000735,0.013664302600472921,48503.0,423.0
Q-Learning,2,76,283.60000000000736,0.03677570093457944,48717.0,214.0
Q-Learning,2,77,292.23000000000735,0.06253623188405796,48855.0,138.0
Q-Learning,2,78,300.62000000000734,0.05179012345679011,49017.0,162.0
Q-Learning,2,79,307.27000000000737,0.019791666666666746,49353.0,336.0
Q-Learning,2,80,316.03000000000736,0.07008,49478.0,125.0
Q-Learning,2,81,324.52000000000737,0.05585526315789473,49630.0,152.0
Q-Learning,2,82,333.52000000000737,0.0891089108910891,49731.0,101.0
Q-Learning,2,83,342.54000000000735,0.0911111111111111,49830.0,99.0
Q-Learning,2,84,350.5100000000074,0.03906862745098039,50034.0,204.0
Q-Learning,2,85,358.0600000000074,0.03069105691056914,50280.0,246.0
Q-Learning,2,86,366.1800000000074,0.04296296296296296,50469.0,189.0
Q-Learning,2,87,372.24000000000746,0.015341772151898834,50864.0,395.0
Q-Learning,2,88,378.86000000000746,0.01952802359882014,51203.0,339.0
Q-Learning,2,89,386.69000000000744,0.03591743119266056,51421.0,218.0
Q-Learning,2,90,394.5300000000074,0.036129032258064527,51638.0,217.0
Q-Learning,2,91,397.1600000000075,0.003563685636856521,52376.0,738.0
Q-Learning,2,92,405.34000000000754,0.04469945355191256,52559.0,183.0
Q-Learning,2,93,413.65000000000754,0.04888235294117646,52729.0,170.0
Q-Learning,2,94,422.58000000000754,0.08268518518518518,52837.0,108.0
Q-Learning,2,95,431.52000000000754,0.08355140186915887,52944.0,107.0
Q-Learning,2,96,440.31000000000756,0.07204918032786885,53066.0,122.0
Q-Learning,2,97,444.0000000000077,0.0058386075949368515,53698.0,632.0
Q-Learning,2,98,449.8400000000077,0.01400479616306965,54115.0,417.0
Q-Learning,2,99,458.7000000000077,0.07704347826086956,54230.0,115.0
Q-Learning,3,0,-2.9999999999997673,-0.0023059185242119656,1301.0,1301.0
Q-Learning,3,1,-53.53999999999629,-0.00834682080924798,7356.0,6055.0
Q-Learning,3,2,-76.42999999999832,-0.006957446808511254,10646.0,3290.0
Q-Learning,3,3,-72.25999999999823,0.007140410958904247,11230.0,584.0
Q-Learning,3,4,-73.54999999999804,-0.0011415929203538087,12360.0,1130.0
Q-Learning,3,5,-73.79999999999787,-2.436647173487582E-4,13386.0,1026.0
Q-Learning,3,6,-82.08999999999793,-0.004530054644808775,15216.0,1830.0
Q-Learning,3,7,-79.24999999999783,0.003960948396094991,15933.0,717.0
Q-Learning,3,8,-78.84999999999766,4.162330905308639E-4,16894.0,961.0
Q-Learning,3,9,-86.03999999999755,-0.004180232558139469,18614.0,1720.0
Q-Learning,3,10,-81.34999999999748,0.00881578947368434,19146.0,532.0
Q-Learning,3,11,-88.16999999999732,-0.004052287581699245,20829.0,1683.0
Q-Learning,3,12,-97.03999999999746,-0.0046980932203390625,22717.0,1888.0
Q-Learning,3,13,-89.15999999999747,0.03699530516431925,22930.0,213.0
Q-Learning,3,14,-95.90999999999728,-0.004027446300715882,24606.0,1676.0
Q-Learning,3,15,-93.62999999999717,0.002949547218628875,25379.0,773.0
Q-Learning,3,16,-88.23999999999711,0.011666666666666783,25841.0,462.0
Q-Learning,3,17,-89.40999999999691,-0.0010465116279068036,26959.0,1118.0
Q-Learning,3,18,-84.02999999999686,0.011619870410367288,27422.0,463.0
Q-Learning,3,19,-81.22999999999675,0.003883495145631219,28143.0,721.0
Q-Learning,3,20,-74.05999999999673,0.025246478873239494,28427.0,284.0
Q-Learning,3,21,-73.73999999999657,3.302373581013023E-4,29396.0,969.0
Q-Learning,3,22,-71.61999999999645,0.0026869455006338703,30185.0,789.0
Q-Learning,3,23,-70.08999999999631,0.0018042452830190285,31033.0,848.0
Q-Learning,3,24,-66.16999999999622,0.006436781609195542,31642.0,609.0
Q-Learning,3,25,-59.1899999999962,0.023036303630363103,31945.0,303.0
Q-Learning,3,26,-52.579999999996176,0.019441176470588316,32285.0,340.0
Q-Learning,3,27,-48.91999999999609,0.005763779527559198,32920.0,635.0
Q-Learning,3,28,-43.19999999999604,0.013333333333333442,33349.0,429.0
Q-Learning,3,29,-35.869999999996026,0.027350746268656762,33617.0,268.0
Q-Learning,3,30,-27.659999999996025,0.04561111111111111,33797.0,180.0
Q-Learning,3,31,-22.78999999999596,0.009474708171206351,34311.0,514.0
