agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
Q-Learning,3,32,-19.129999999995867,0.005763779527559198,34946.0,635.0
Q-Learning,3,33,-11.689999999995857,0.02894941634241249,35203.0,257.0
Q-Learning,3,34,-4.55999999999584,0.0247569444444445,35491.0,288.0
Q-Learning,3,35,-0.10999999999576637,0.008003597122302291,36047.0,556.0
Q-Learning,3,36,6.700000000004257,0.021281250000000074,36367.0,320.0
Q-Learning,3,37,4.730000000004468,-0.001644407345575784,37565.0,1198.0
Q-Learning,3,38,12.460000000004472,0.033903508771929845,37793.0,228.0
Q-Learning,3,39,20.590000000004473,0.043244680851063824,37981.0,188.0
Q-Learning,3,40,28.18000000000448,0.03136363636363639,38223.0,242.0
Q-Learning,3,41,33.490000000004535,0.01129787234042565,38693.0,470.0
Q-Learning,3,42,42.210000000004534,0.06759689922480619,38822.0,129.0
Q-Learning,3,43,49.23000000000455,0.02347826086956528,39121.0,299.0
Q-Learning,3,44,55.25000000000459,0.015087719298245716,39520.0,399.0
Q-Learning,3,45,62.14000000000461,0.022083333333333403,39832.0,312.0
Q-Learning,3,46,69.61000000000462,0.029409448818897677,40086.0,254.0
Q-Learning,3,47,78.73000000000462,0.10247191011235954,40175.0,89.0
Q-Learning,3,48,87.11000000000462,0.05141104294478527,40338.0,163.0
Q-Learning,3,49,96.19000000000462,0.09763440860215054,40431.0,93.0
Q-Learning,3,50,104.66000000000462,0.05499999999999999,40585.0,154.0
Q-Learning,3,51,112.29000000000462,0.03205882352941179,40823.0,238.0
Q-Learning,3,52,114.41000000000474,0.0026869455006338703,41612.0,789.0
Q-Learning,3,53,122.71000000000474,0.04853801169590643,41783.0,171.0
Q-Learning,3,54,130.79000000000474,0.04186528497409325,41976.0,193.0
Q-Learning,3,55,137.79000000000477,0.023255813953488438,42277.0,301.0
Q-Learning,3,56,144.0400000000048,0.01662234042553201,42653.0,376.0
Q-Learning,3,57,150.41000000000483,0.017500000000000092,43017.0,364.0
Q-Learning,3,58,158.43000000000484,0.04030150753768843,43216.0,199.0
Q-Learning,3,59,166.88000000000483,0.05416666666666666,43372.0,156.0
Q-Learning,3,60,172.52000000000487,0.012906178489702628,43809.0,437.0
Q-Learning,3,61,180.38000000000488,0.036558139534883724,44024.0,215.0
Q-Learning,3,62,188.45000000000488,0.04159793814432989,44218.0,194.0
Q-Learning,3,63,190.96000000000498,0.00334666666666682,44968.0,750.0
Q-Learning,3,64,195.47000000000506,0.008200000000000133,45518.0,550.0
Q-Learning,3,65,203.58000000000504,0.04268421052631579,45708.0,190.0
Q-Learning,3,66,211.91000000000503,0.049583333333333326,45876.0,168.0
Q-Learning,3,67,218.62000000000506,0.02033333333333341,46206.0,330.0
Q-Learning,3,68,226.05000000000507,0.028798449612403142,46464.0,258.0
Q-Learning,3,69,233.54000000000508,0.029722222222222257,46716.0,252.0
Q-Learning,3,70,239.81000000000512,0.016764705882353036,47090.0,374.0
Q-Learning,3,71,246.50000000000514,0.020150602409638632,47422.0,332.0
Q-Learning,3,72,251.7100000000052,0.010854166666666786,47902.0,480.0
Q-Learning,3,73,260.06000000000523,0.05030120481927709,48068.0,166.0
Q-Learning,3,74,267.2000000000053,0.02487804878048786,48355.0,287.0
Q-Learning,3,75,273.8000000000053,0.0193548387096775,48696.0,341.0
Q-Learning,3,76,282.3400000000053,0.05809523809523809,48843.0,147.0
Q-Learning,3,77,287.41000000000537,0.010263157894736965,49337.0,494.0
Q-Learning,3,78,292.83000000000544,0.011808278867102513,49796.0,459.0
Q-Learning,3,79,297.7700000000055,0.009743589743589869,50303.0,507.0
Q-Learning,3,80,305.4900000000055,0.03371179039301312,50532.0,229.0
Q-Learning,3,81,312.90000000000555,0.028500000000000043,50792.0,260.0
Q-Learning,3,82,321.20000000000556,0.04853801169590643,50963.0,171.0
Q-Learning,3,83,330.16000000000554,0.08533333333333333,51068.0,105.0
Q-Learning,3,84,336.1000000000056,0.014594594594594699,51475.0,407.0
Q-Learning,3,85,343.6700000000056,0.031024590163934457,51719.0,244.0
Q-Learning,3,86,351.94000000000557,0.047528735632183905,51893.0,174.0
Q-Learning,3,87,360.65000000000555,0.06699999999999999,52023.0,130.0
Q-Learning,3,88,368.60000000000554,0.03859223300970874,52229.0,206.0
Q-Learning,3,89,377.8100000000055,0.11512499999999999,52309.0,80.0
Q-Learning,3,90,385.7500000000055,0.03835748792270531,52516.0,207.0
Q-Learning,3,91,393.6800000000055,0.038125,52724.0,208.0
Q-Learning,3,92,402.47000000000554,0.07204918032786885,52846.0,122.0
Q-Learning,3,93,410.07000000000556,0.031535269709543595,53087.0,241.0
Q-Learning,3,94,418.14000000000556,0.04159793814432989,53281.0,194.0
Q-Learning,3,95,426.96000000000555,0.07411764705882351,53400.0,119.0
Q-Learning,3,96,433.1600000000056,0.01627296587926519,53781.0,381.0
Q-Learning,3,97,439.9500000000056,0.021086956521739204,54103.0,322.0
Q-Learning,3,98,446.02000000000567,0.015406091370558475,54497.0,394.0
Q-Learning,3,99,454.3700000000057,0.05030120481927709,54663.0,166.0
Q-Learning,4,0,-35.5799999999995,-0.00780434305768798,4559.0,4559.0
Q-Learning,4,1,-34.71999999999935,9.39890710382678E-4,5474.0,915.0
Q-Learning,4,2,-57.220000000001455,-0.006920947400800401,8725.0,3251.0
Q-Learning,4,3,-58.690000000001255,-0.0012804878048778745,9873.0,1148.0
Q-Learning,4,4,-53.160000000001205,0.012343750000000113,10321.0,448.0
Q-Learning,4,5,-58.96000000000091,-0.003668564199873313,11902.0,1581.0
Q-Learning,4,6,-67.33000000000098,-0.004553862894450529,13740.0,1838.0
Q-Learning,4,7,-74.82000000000092,-0.004279999999999963,15490.0,1750.0
Q-Learning,4,8,-89.95000000000205,-0.00601829753381111,18004.0,2514.0
Q-Learning,4,9,-89.3500000000019,6.376195536664782E-4,18945.0,941.0
Q-Learning,4,10,-82.66000000000187,0.020150602409638632,19277.0,332.0
Q-Learning,4,11,-80.24000000000176,0.0031884057971016035,20036.0,759.0
Q-Learning,4,12,-78.95000000000161,0.0014793577981652996,20908.0,872.0
Q-Learning,4,13,-74.84000000000152,0.0069661016949153914,21498.0,590.0
Q-Learning,4,14,-80.56000000000124,-0.0036363636363634516,23071.0,1573.0
Q-Learning,4,15,-77.20000000000114,0.005052631578947514,23736.0,665.0
Q-Learning,4,16,-71.94000000000108,0.011073684210526435,24211.0,475.0
Q-Learning,4,17,-75.23000000000084,-0.0024736842105261363,25541.0,1330.0
Q-Learning,4,18,-68.84000000000081,0.01765193370165755,25903.0,362.0
Q-Learning,4,19,-66.77000000000069,0.0026070528967255978,26697.0,794.0
Q-Learning,4,20,-64.16000000000058,0.00352702702702718,27437.0,740.0
Q-Learning,4,21,-59.450000000000514,0.008886792452830318,27967.0,530.0
Q-Learning,4,22,-55.92000000000042,0.005447530864197675,28615.0,648.0
Q-Learning,4,23,-56.11000000000025,-1.8627450980375216E-4,29635.0,1020.0
Q-Learning,4,24,-58.16000000000004,-0.0016998341625205535,30841.0,1206.0
Q-Learning,4,25,-53.54999999999997,0.008537037037037168,31381.0,540.0
Q-Learning,4,26,-47.52999999999993,0.015087719298245716,31780.0,399.0
Q-Learning,4,27,-40.649999999999906,0.02198083067092659,32093.0,313.0
Q-Learning,4,28,-40.70999999999974,-5.958291956288974E-5,33100.0,1007.0
Q-Learning,4,29,-35.329999999999686,0.011619870410367288,33563.0,463.0
Q-Learning,4,30,-29.789999999999637,0.012393736017897205,34010.0,447.0
Q-Learning,4,31,-24.449999999999584,0.011434689507494765,34477.0,467.0
Q-Learning,4,32,-28.799999999999322,-0.0030292479108633276,35913.0,1436.0
Q-Learning,4,33,-21.749999999999304,0.02381756756756763,36209.0,296.0
Q-Learning,4,34,-15.85999999999926,0.014296116504854474,36621.0,412.0
Q-Learning,4,35,-8.87999999999924,0.023036303630363103,36924.0,303.0
Q-Learning,4,36,-1.5099999999992288,0.02791666666666671,37188.0,264.0
Q-Learning,4,37,4.780000000000806,0.016908602150537726,37560.0,372.0
Q-Learning,4,38,10.63000000000085,0.014062500000000106,37976.0,416.0
Q-Learning,4,39,9.13000000000105,-0.0013032145960033008,39127.0,1151.0
Q-Learning,4,40,15.580000000001082,0.018117977528089975,39483.0,356.0
Q-Learning,4,41,20.020000000001154,0.00797127468581701,40040.0,557.0
Q-Learning,4,42,27.26000000000117,0.02613718411552352,40317.0,277.0
Q-Learning,4,43,35.17000000000117,0.03766666666666667,40527.0,210.0
Q-Learning,4,44,42.290000000001186,0.0246366782006921,40816.0,289.0
Q-Learning,4,45,49.450000000001204,0.025122807017543915,41101.0,285.0
Q-Learning,4,46,54.10000000000127,0.008675373134328488,41637.0,536.0
Q-Learning,4,47,58.65000000000134,0.008333333333333465,42183.0,546.0
Q-Learning,4,48,66.67000000000134,0.04030150753768843,42382.0,199.0
Q-Learning,4,49,71.3800000000014,0.008886792452830318,42912.0,530.0
Q-Learning,4,50,78.78000000000141,0.028352490421455982,43173.0,261.0
Q-Learning,4,51,87.07000000000141,0.04819767441860465,43345.0,172.0
Q-Learning,4,52,93.49000000000144,0.01788300835654605,43704.0,359.0
Q-Learning,4,53,100.36000000000146,0.021878980891719815,44018.0,314.0
Q-Learning,4,54,105.01000000000153,0.008675373134328488,44554.0,536.0
Q-Learning,4,55,111.89000000000155,0.02198083067092659,44867.0,313.0
Q-Learning,4,56,120.32000000000156,0.05335443037974683,45025.0,158.0
Q-Learning,4,57,126.8100000000016,0.018437500000000086,45377.0,352.0
Q-Learning,4,58,134.2400000000016,0.028798449612403142,45635.0,258.0
Q-Learning,4,59,138.72000000000168,0.008101265822784942,46188.0,553.0
Q-Learning,4,60,145.3100000000017,0.0192690058479533,46530.0,342.0
Q-Learning,4,61,149.87000000000177,0.008366972477064352,47075.0,545.0
Q-Learning,4,62,157.66000000000176,0.0350900900900901,47297.0,222.0
Q-Learning,4,63,165.16000000000176,0.02988047808764944,47548.0,251.0
Q-Learning,4,64,171.5500000000018,0.01765193370165755,47910.0,362.0
Q-Learning,4,65,178.7000000000018,0.025000000000000057,48196.0,286.0
Q-Learning,4,66,186.43000000000183,0.033903508771929845,48424.0,228.0
Q-Learning,4,67,195.50000000000182,0.09648936170212766,48518.0,94.0
Q-Learning,4,68,203.19000000000182,0.033146551724137954,48750.0,232.0
Q-Learning,4,69,208.97000000000187,0.013664302600472921,49173.0,423.0
Q-Learning,4,70,216.94000000000187,0.03906862745098039,49377.0,204.0
Q-Learning,4,71,225.32000000000187,0.05141104294478527,49540.0,163.0
Q-Learning,4,72,231.8400000000019,0.018681948424068853,49889.0,349.0
Q-Learning,4,73,238.35000000000193,0.018600000000000085,50239.0,350.0
Q-Learning,4,74,245.95000000000192,0.031535269709543595,50480.0,241.0
Q-Learning,4,75,253.39000000000192,0.02894941634241249,50737.0,257.0
Q-Learning,4,76,261.56000000000193,0.04440217391304347,50921.0,184.0
Q-Learning,4,77,266.540000000002,0.009900596421471298,51424.0,503.0
Q-Learning,4,78,273.68000000000205,0.02487804878048786,51711.0,287.0
Q-Learning,4,79,281.7800000000021,0.04240837696335077,51902.0,191.0
Q-Learning,4,80,289.9600000000021,0.04469945355191256,52085.0,183.0
Q-Learning,4,81,298.5300000000021,0.05951388888888888,52229.0,144.0
Q-Learning,4,82,306.86000000000206,0.049583333333333326,52397.0,168.0
Q-Learning,4,83,314.3400000000021,0.029565217391304386,52650.0,253.0
Q-Learning,4,84,323.0100000000021,0.06470149253731342,52784.0,134.0
Q-Learning,4,85,331.5500000000021,0.05809523809523809,52931.0,147.0
Q-Learning,4,86,340.15000000000214,0.06099290780141844,53072.0,141.0
Q-Learning,4,87,347.01000000000215,0.02177777777777785,53387.0,315.0
Q-Learning,4,88,355.43000000000217,0.05295597484276728,53546.0,159.0
Q-Learning,4,89,363.77000000000214,0.04994011976047903,53713.0,167.0
Q-Learning,4,90,371.68000000000217,0.03766666666666667,53923.0,210.0
Q-Learning,4,91,380.25000000000216,0.05951388888888888,54067.0,144.0
Q-Learning,4,92,388.09000000000214,0.036129032258064527,54284.0,217.0
Q-Learning,4,93,393.5900000000022,0.012195121951219627,54735.0,451.0
Q-Learning,4,94,402.12000000000216,0.05763513513513513,54883.0,148.0
Q-Learning,4,95,409.9800000000022,0.036558139534883724,55098.0,215.0
Q-Learning,4,96,418.6400000000022,0.06414814814814813,55233.0,135.0
Q-Learning,4,97,427.2000000000022,0.05903448275862068,55378.0,145.0
Q-Learning,4,98,436.1500000000022,0.08443396226415094,55484.0,106.0
Q-Learning,4,99,441.71000000000225,0.012494382022472023,55929.0,445.0
Q-Learning,5,0,-98.67000000001869,-0.009078947368422772,10868.0,10868.0
Q-Learning,5,1,-116.69000000002026,-0.006428826257581727,13671.0,2803.0
Q-Learning,5,2,-125.5000000000204,-0.004681190223166919,15553.0,1882.0
Q-Learning,5,3,-127.95000000002018,-0.0019662921348312834,16799.0,1246.0
Q-Learning,5,4,-171.14000000001818,-0.0081184210526312,22119.0,5320.0
Q-Learning,5,5,-167.0400000000181,0.0069373942470390545,22710.0,591.0
Q-Learning,5,6,-165.98000000001795,0.0011843575418996046,23605.0,895.0
Q-Learning,5,7,-166.62000000001777,-6.00938967135979E-4,24670.0,1065.0
Q-Learning,5,8,-163.95000000001767,0.0036376021798366644,25404.0,734.0
Q-Learning,5,9,-163.9500000000175,1.685853144285952E-16,26405.0,1001.0
Q-Learning,5,10,-158.71000000001743,0.010985324947589218,26882.0,477.0
Q-Learning,5,11,-150.89000000001744,0.03570776255707764,27101.0,219.0
Q-Learning,5,12,-150.06000000001728,9.041394335513628E-4,28019.0,918.0
Q-Learning,5,13,-145.79000000001722,0.007439024390244038,28593.0,574.0
Q-Learning,5,14,-141.80000000001712,0.006627906976744325,29195.0,602.0
Q-Learning,5,15,-139.140000000017,0.0036190476190477716,29930.0,735.0
Q-Learning,5,16,-137.96000000001686,0.0013363533408835148,30813.0,883.0
Q-Learning,5,17,-141.72000000001663,-0.002730573710965687,32190.0,1377.0
Q-Learning,5,18,-141.48000000001647,2.456499488230948E-4,33167.0,977.0
Q-Learning,5,19,-134.64000000001644,0.02157728706624613,33484.0,317.0
Q-Learning,5,20,-131.40000000001635,0.004785819793205465,34161.0,677.0
Q-Learning,5,21,-124.39000000001633,0.02336666666666673,34461.0,300.0
Q-Learning,5,22,-116.55000000001633,0.036129032258064527,34678.0,217.0
Q-Learning,5,23,-110.88000000001628,0.013064516129032368,35112.0,434.0
Q-Learning,5,24,-108.39000000001616,0.003311170212766111,35864.0,752.0
Q-Learning,5,25,-100.81000000001615,0.03119341563786011,36107.0,243.0
Q-Learning,5,26,-93.11000000001614,0.033333333333333354,36338.0,231.0
Q-Learning,5,27,-88.80000000001607,0.007561403508772065,36908.0,570.0
Q-Learning,5,28,-83.54000000001601,0.011073684210526435,37383.0,475.0
Q-Learning,5,29,-75.730000000016,0.03550000000000001,37603.0,220.0
Q-Learning,5,30,-69.59000000001596,0.0158656330749355,37990.0,387.0
Q-Learning,5,31,-63.120000000015935,0.018276836158192176,38344.0,354.0
Q-Learning,5,32,-57.68000000001588,0.011903719912472762,38801.0,457.0
Q-Learning,5,33,-49.98000000001588,0.033333333333333354,39032.0,231.0
Q-Learning,5,34,-42.70000000001586,0.026666666666666717,39305.0,273.0
Q-Learning,5,35,-34.83000000001586,0.03677570093457944,39519.0,214.0
Q-Learning,5,36,-29.370000000015807,0.012000000000000115,39974.0,455.0
Q-Learning,5,37,-21.190000000015807,0.04469945355191256,40157.0,183.0
Q-Learning,5,38,-13.840000000015795,0.027631578947368465,40423.0,266.0
Q-Learning,5,39,-6.730000000015778,0.024517241379310405,40713.0,290.0
Q-Learning,5,40,0.9599999999842268,0.033146551724137954,40945.0,232.0
Q-Learning,5,41,8.27999999998424,0.027211895910780718,41214.0,269.0
Q-Learning,5,42,17.099999999984238,0.07411764705882351,41333.0,119.0
Q-Learning,5,43,25.609999999984236,0.05673333333333332,41483.0,150.0
Q-Learning,5,44,33.49999999998424,0.03721698113207547,41695.0,212.0
Q-Learning,5,45,36.86999999998434,0.005075301204819423,42359.0,664.0
Q-Learning,5,46,40.609999999984424,0.005964912280701897,42986.0,627.0
Q-Learning,5,47,48.609999999984424,0.039800995024875614,43187.0,201.0
Q-Learning,5,48,56.859999999984424,0.04687499999999999,43363.0,176.0
Q-Learning,5,49,63.57999999998445,0.020425531914893696,43692.0,329.0
Q-Learning,5,50,69.4999999999845,0.014474327628361962,44101.0,409.0
Q-Learning,5,51,77.0999999999845,0.031535269709543595,44342.0,241.0
Q-Learning,5,52,80.2099999999846,0.004507246376811743,45032.0,690.0
Q-Learning,5,53,84.73999999998468,0.008266423357664365,45580.0,548.0
Q-Learning,5,54,92.95999999998467,0.0459217877094972,45759.0,179.0
Q-Learning,5,55,99.7899999999847,0.02147798742138372,46077.0,318.0
Q-Learning,5,56,107.9599999999847,0.04440217391304347,46261.0,184.0
Q-Learning,5,57,116.0899999999847,0.043244680851063824,46449.0,188.0
Q-Learning,5,58,124.0899999999847,0.039800995024875614,46650.0,201.0
Q-Learning,5,59,132.5299999999847,0.05375796178343949,46807.0,157.0
Q-Learning,5,60,140.48999999998472,0.03882926829268292,47012.0,205.0
Q-Learning,5,61,147.22999999998476,0.02061162079510711,47339.0,327.0
Q-Learning,5,62,153.2099999999848,0.014838709677419458,47742.0,403.0
Q-Learning,5,63,161.3299999999848,0.04296296296296296,47931.0,189.0
Q-Learning,5,64,169.9099999999848,0.05999999999999999,48074.0,143.0
Q-Learning,5,65,175.41999999998484,0.012244444444444558,48524.0,450.0
Q-Learning,5,66,181.37999999998488,0.014716049382716152,48929.0,405.0
Q-Learning,5,67,189.59999999998487,0.0459217877094972,49108.0,179.0
Q-Learning,5,68,195.50999999998493,0.014414634146341568,49518.0,410.0
Q-Learning,5,69,203.13999999998492,0.03205882352941179,49756.0,238.0
Q-Learning,5,70,211.16999999998492,0.040555555555555546,49954.0,198.0
Q-Learning,5,71,219.48999999998492,0.049230769230769224,50123.0,169.0
Q-Learning,5,72,226.05999999998494,0.01909883720930241,50467.0,344.0
Q-Learning,5,73,232.28999999998499,0.016481481481481576,50845.0,378.0
Q-Learning,5,74,240.82999999998498,0.05809523809523809,50992.0,147.0
Q-Learning,5,75,249.189999999985,0.050666666666666665,51157.0,165.0
Q-Learning,5,76,257.21999999998496,0.040555555555555546,51355.0,198.0
Q-Learning,5,77,265.449999999985,0.046235955056179764,51533.0,178.0
Q-Learning,5,78,274.21999999998496,0.0707258064516129,51657.0,124.0
Q-Learning,5,79,282.74999999998494,0.05763513513513513,51805.0,148.0
Q-Learning,5,80,291.17999999998494,0.05335443037974683,51963.0,158.0
Q-Learning,5,81,299.58999999998497,0.05256249999999999,52123.0,160.0
Q-Learning,5,82,306.289999999985,0.02024169184290038,52454.0,331.0
Q-Learning,5,83,313.56999999998504,0.026666666666666717,52727.0,273.0
Q-Learning,5,84,321.50999999998504,0.03835748792270531,52934.0,207.0
Q-Learning,5,85,329.93999999998505,0.05335443037974683,53092.0,158.0
Q-Learning,5,86,338.57999999998503,0.06306569343065692,53229.0,137.0
Q-Learning,5,87,347.219999999985,0.06306569343065692,53366.0,137.0
Q-Learning,5,88,354.31999999998504,0.024398625429553324,53657.0,291.0
Q-Learning,5,89,361.1399999999851,0.021379310344827658,53976.0,319.0
Q-Learning,5,90,365.63999999998515,0.008166969147005577,54527.0,551.0
Q-Learning,5,91,373.90999999998513,0.047528735632183905,54701.0,174.0
Q-Learning,5,92,376.46999999998525,0.0034362416107384082,55446.0,745.0
Q-Learning,5,93,383.6799999999853,0.025750000000000054,55726.0,280.0
Q-Learning,5,94,392.3599999999853,0.06526315789473684,55859.0,133.0
Q-Learning,5,95,400.0899999999853,0.033903508771929845,56087.0,228.0
Q-Learning,5,96,408.0499999999853,0.03882926829268292,56292.0,205.0
Q-Learning,5,97,416.8799999999853,0.07483050847457626,56410.0,118.0
Q-Learning,5,98,423.7999999999853,0.02239482200647256,56719.0,309.0
Q-Learning,5,99,429.33999999998537,0.012393736017897205,57166.0,447.0
Q-Learning,6,0,-19.600000000001828,-0.006619385342790216,2961.0,2961.0
Q-Learning,6,1,-65.3899999999993,-0.008206093189963704,8541.0,5580.0
Q-Learning,6,2,-71.54999999999903,-0.0038095238095236404,10158.0,1617.0
Q-Learning,6,3,-75.84999999999877,-0.003004891684136785,11589.0,1431.0
Q-Learning,6,4,-97.3300000000009,-0.006821213083519251,14738.0,3149.0
Q-Learning,6,5,-96.53000000000074,8.686210640609682E-4,15659.0,921.0
Q-Learning,6,6,-98.86000000000053,-0.0018881685575362897,16893.0,1234.0
Q-Learning,6,7,-102.32000000000028,-0.002568671121009471,18240.0,1347.0
Q-Learning,6,8,-113.96000000000086,-0.005376443418014126,20405.0,2165.0
Q-Learning,6,9,-121.10000000000073,-0.0041632653061223785,22120.0,1715.0
Q-Learning,6,10,-124.54000000000049,-0.002557620817843686,23465.0,1345.0
Q-Learning,6,11,-134.3200000000008,-0.004941889843355377,25444.0,1979.0
Q-Learning,6,12,-134.3000000000006,2.0020020020188515E-5,26443.0,999.0
Q-Learning,6,13,-131.91000000000048,0.0031364829396327005,27205.0,762.0
Q-Learning,6,14,-127.07000000000042,0.009361702127659702,27722.0,517.0
Q-Learning,6,15,-120.77000000000038,0.01698113207547179,28093.0,371.0
Q-Learning,6,16,-113.50000000000037,0.026532846715328517,28367.0,274.0
Q-Learning,6,17,-108.4500000000003,0.010181451612903349,28863.0,496.0
Q-Learning,6,18,-102.34000000000026,0.015666666666666766,29253.0,390.0
Q-Learning,6,19,-95.65000000000023,0.020150602409638632,29585.0,332.0
Q-Learning,6,20,-88.04000000000022,0.03170833333333336,29825.0,240.0
Q-Learning,6,21,-86.51000000000008,0.0018042452830190285,30673.0,848.0
Q-Learning,6,22,-86.21999999999991,2.9835390946518785E-4,31645.0,972.0
Q-Learning,6,23,-84.82999999999977,0.001612529002320347,32507.0,862.0
Q-Learning,6,24,-82.57999999999964,0.00289948453608263,33283.0,776.0
Q-Learning,6,25,-76.9399999999996,0.012906178489702628,33720.0,437.0
Q-Learning,6,26,-69.3199999999996,0.03188284518828455,33959.0,239.0
Q-Learning,6,27,-66.93999999999947,0.003119266055046026,34722.0,763.0
Q-Learning,6,28,-59.299999999999464,0.03223628691983125,34959.0,237.0
Q-Learning,6,29,-56.78999999999935,0.00334666666666682,35709.0,750.0
Q-Learning,6,30,-51.2599999999993,0.012343750000000113,36157.0,448.0
Q-Learning,6,31,-46.519999999999236,0.008994307400379636,36684.0,527.0
Q-Learning,6,32,-40.949999999999186,0.012545045045045158,37128.0,444.0
Q-Learning,6,33,-34.22999999999916,0.020425531914893696,37457.0,329.0
Q-Learning,6,34,-27.20999999999914,0.02347826086956528,37756.0,299.0
Q-Learning,6,35,-18.859999999999143,0.05030120481927709,37922.0,166.0
Q-Learning,6,36,-10.299999999999145,0.05903448275862068,38067.0,145.0
Q-Learning,6,37,-4.859999999999092,0.011903719912472762,38524.0,457.0
Q-Learning,6,38,-5.419999999998911,-5.298013245031403E-4,39581.0,1057.0
Q-Learning,6,39,3.040000000001088,0.05458064516129032,39736.0,155.0
Q-Learning,6,40,8.98000000000113,0.014594594594594699,40143.0,407.0
Q-Learning,6,41,17.240000000001128,0.04719999999999999,40318.0,175.0
Q-Learning,6,42,24.420000000001146,0.025371024734982386,40601.0,283.0
Q-Learning,6,43,30.430000000001186,0.0150250000000001,41001.0,400.0
Q-Learning,6,44,35.95000000000124,0.012293986636971161,41450.0,449.0
Q-Learning,6,45,42.750000000001265,0.021183800623053032,41771.0,321.0
Q-Learning,6,46,51.280000000001266,0.05763513513513513,41919.0,148.0
Q-Learning,6,47,58.98000000000127,0.033333333333333354,42150.0,231.0
Q-Learning,6,48,66.92000000000127,0.03835748792270531,42357.0,207.0
Q-Learning,6,49,74.74000000000127,0.03570776255707764,42576.0,219.0
Q-Learning,6,50,83.47000000000128,0.06820312499999999,42704.0,128.0
Q-Learning,6,51,91.16000000000128,0.033146551724137954,42936.0,232.0
Q-Learning,6,52,100.07000000000127,0.081,43046.0,110.0
Q-Learning,6,53,105.32000000000133,0.011029411764706001,43522.0,476.0
Q-Learning,6,54,113.36000000000132,0.04081218274111675,43719.0,197.0
Q-Learning,6,55,118.48000000000138,0.010470347648261881,44208.0,489.0
Q-Learning,6,56,124.30000000000143,0.013890214797136145,44627.0,419.0
Q-Learning,6,57,132.37000000000143,0.04159793814432989,44821.0,194.0
Q-Learning,6,58,140.17000000000144,0.03529411764705884,45042.0,221.0
Q-Learning,6,59,148.44000000000145,0.047528735632183905,45216.0,174.0
Q-Learning,6,60,154.12000000000148,0.013117782909930827,45649.0,433.0
Q-Learning,6,61,161.90000000000148,0.03488789237668163,45872.0,223.0
Q-Learning,6,62,170.34000000000148,0.05375796178343949,46029.0,157.0
Q-Learning,6,63,178.73000000000147,0.05179012345679011,46191.0,162.0
Q-Learning,6,64,182.92000000000155,0.007199312714776768,46773.0,582.0
